"","subID","condition","Hz","frontal","central","parietal","occipital","ln_Hz","ln_frontal","ln_central","ln_parietal","ln_occipital"
"335","ya11","ya11",4.985,1.21682,1.04816666666667,1.7111,2.31723333333333,1.6064334034138,0.196240898382765,0.0470426063333113,0.537136438555788,0.840373945314379
"336","ya11","ya11",0.997,71.2212,39.1563666666667,44.58486,57.9235333333333,-0.00300450902029872,4.26579052690735,3.66756303160773,3.79739433951238,4.05912374990005
"337","ya11","ya11",1.994,15.24244,11.8598,13.0434,17.6945,0.690142671539647,2.72408364242994,2.47315453002098,2.56828225870905,2.87325385682855
"338","ya11","ya11",2.991,6.0221,5.6766,5.3719,6.99653333333333,1.09560777964781,1.79543603570048,1.73635246195632,1.68118166344678,1.94541478828919
"339","ya11","ya11",3.988,3.5843,3.53866666666667,3.00424,3.67726666666667,1.38328985209959,1.27656319696673,1.2637500083618,1.10002462418594,1.30216972257951
"340","ya11","ya11",4.985,2.90336,3.2694,2.63222,3.2301,1.6064334034138,1.06586868699913,1.18460648183497,0.967827596596043,1.17251309650764
"341","ya12","ya12",0.997,59.7473,46.564,40.1107,36.3417,-0.00300450902029872,4.09012400150608,3.84082771038599,3.69164313163666,3.59296584228112
"342","ya12","ya12",1.994,14.4381,14.3584333333333,16.11094,16.0361333333333,0.690142671539647,2.66987054586004,2.66433745831826,2.7794985443383,2.77484450937112
"343","ya12","ya12",2.991,6.86864,9.5283,10.79452,10.3405333333333,1.09560777964781,1.92696612448287,2.25426631770342,2.37903859794807,2.33607144737615
"344","ya12","ya12",3.988,5.8016,9.23233333333333,9.06922,8.32893333333333,1.38328985209959,1.7581337415784,2.22271181541087,2.20488626263409,2.11973539675901
"345","ya12","ya12",4.985,4.95016,8.01916666666667,8.48394,8.0432,1.6064334034138,1.59941989929054,2.08183450958031,2.13817496454164,2.08482701395617
"346","ya12","ya12",0.997,723.08774,312.358733333333,258.87406,221.004333333333,-0.00300450902029872,6.58353057025913,5.74415231363621,5.55634168861307,5.39818230916866
"347","ya12","ya12",1.994,67.02492,32.2878666666667,29.36512,28.1013333333333,0.690142671539647,4.20506449053683,3.47469151466152,3.37980757546366,3.33581702479882
"348","ya12","ya12",2.991,14.877,10.5127333333333,8.7889,8.7482,1.09560777964781,2.69981639617511,2.3525872208514,2.17348956165909,2.16884796492172
"349","ya12","ya12",3.988,8.83672,7.01586666666667,5.52384,5.25843333333333,1.38328985209959,2.17891576707293,1.94817425070838,1.7090732706091,1.65983313701098
"350","ya12","ya12",4.985,6.28114,5.98093333333333,4.48526,4.2132,1.6064334034138,1.83755149266819,1.78857663159223,1.500796464845,1.43822245398025
